area,price,MS.Zoning,Lot.Area,Utilities,Neighborhood,Bldg.Type,House.Style,Overall.Qual,Overall.Cond,Year.Built,Year.Remod.Add,Exterior.1st,Exter.Qual,Exter.Cond,Foundation,BsmtFin.Type.1,BsmtFin.SF.1,Total.Bsmt.SF,Heating,Heating.QC,Central.Air,Electrical,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,Kitchen.Qual,TotRms.AbvGrd,Garage.Type,Garage.Cars,Garage.Area,Garage.Qual,Wood.Deck.SF,Fence
1368,202665,5,6792,4,19,4,2,7,5,2005,2006,13,4,3,2,1,0,1368,1,5,1,5,2,0,2,1,4,6,1,2,474,3,132,0
1686,332200,5,7740,4,19,4,2,9,5,2006,2006,8,4,3,2,6,1023,1686,1,5,1,5,2,0,1,1,5,6,1,3,899,3,266,0
1666,310090,5,6373,4,19,4,2,9,5,2006,2006,8,5,3,2,6,415,1666,1,5,1,5,2,0,2,1,4,6,1,2,575,3,228,0
1405,171750,5,3136,4,19,4,2,7,5,2003,2003,13,4,3,2,1,0,1405,1,5,1,5,2,0,2,1,4,6,1,2,478,3,148,0
1316,169990,5,10237,4,8,0,2,6,5,2005,2006,13,4,3,2,6,28,1316,1,5,1,5,2,0,3,1,4,6,1,2,397,3,100,0
1456,170440,5,10237,4,8,0,5,6,5,2005,2006,13,4,3,2,1,0,728,1,5,1,5,2,1,3,1,4,8,1,2,390,3,0,0
1492,169985,5,10237,4,8,0,5,7,5,2006,2006,13,4,3,2,1,0,738,1,5,1,5,2,1,3,1,4,8,1,2,440,3,0,0
1496,179665,5,17104,4,8,0,5,7,5,2006,2006,13,4,3,2,6,554,654,1,5,1,5,2,1,3,1,4,7,1,2,426,3,100,0
1863,219210,5,14054,4,8,0,5,7,5,2006,2006,13,4,3,2,1,0,879,1,5,1,5,2,1,4,1,4,9,3,3,660,3,100,0
1326,174190,5,11660,4,8,0,2,6,5,2006,2006,13,4,3,2,1,0,1326,1,5,1,5,2,0,3,1,4,6,1,2,427,3,100,0
1456,172785,5,15578,4,8,0,5,6,5,2006,2006,13,4,3,2,1,0,728,1,4,1,5,2,1,3,1,3,8,1,2,429,3,0,0
2373,258000,5,11631,4,8,0,5,8,5,2004,2005,13,4,3,2,1,0,1052,1,5,1,5,2,1,4,1,4,9,3,3,632,3,120,0
1492,185101,5,9073,4,8,0,5,7,5,2006,2006,13,4,3,2,1,0,738,1,5,1,5,2,1,3,1,4,8,1,2,440,3,100,0
1364,210250,5,3087,4,0,4,2,7,5,2006,2006,13,4,3,2,6,453,1220,1,5,1,5,2,0,2,1,4,6,1,2,437,3,100,0
1557,234000,5,3196,4,0,4,2,7,5,2003,2004,13,4,3,2,1,0,1374,1,5,1,5,2,0,2,1,4,7,1,2,420,3,143,0
1456,215000,5,3196,4,0,4,2,8,5,2003,2003,13,4,3,2,1,0,1273,1,5,1,5,2,0,2,1,4,7,1,2,400,3,143,0
1511,246990,5,2938,4,0,4,2,7,5,2002,2002,13,4,3,2,6,1038,1368,1,5,1,5,2,0,2,1,4,5,1,2,398,3,130,0
1414,178740,6,3072,4,0,4,2,7,5,2004,2004,13,4,3,2,1,0,1375,1,5,1,5,2,0,2,1,4,6,1,2,398,3,144,0
1548,225000,6,3072,4,0,4,2,7,5,2004,2004,13,4,3,2,6,1059,1365,1,5,1,5,2,0,2,1,4,7,1,2,388,3,143,0
1248,167240,5,3010,4,0,4,2,7,5,2005,2006,13,4,3,2,6,16,1248,1,5,1,5,2,0,2,1,4,5,1,2,438,3,108,0
1142,156820,5,3010,4,0,4,2,7,5,2005,2006,13,4,3,2,6,16,1142,1,5,1,5,2,0,2,1,4,6,1,2,440,3,90,0
1506,213490,5,3013,4,0,4,2,7,5,2005,2005,13,4,3,2,6,16,1362,1,5,1,5,2,0,2,1,4,6,1,2,440,3,142,0
1567,264561,5,3982,4,0,4,2,8,5,2006,2006,13,4,3,2,6,1154,1520,1,5,1,5,2,0,1,1,5,7,1,3,648,3,312,0
1500,246578,5,4045,4,0,4,2,7,5,2006,2006,13,4,3,2,6,1070,1356,1,5,1,5,2,0,2,1,4,6,1,3,648,3,161,0
1838,192140,5,21930,4,8,0,5,5,5,2005,2005,13,4,3,2,1,0,732,1,5,1,5,2,1,4,1,3,7,3,2,372,3,100,0
1509,183200,5,7861,4,8,0,5,6,5,2002,2003,13,4,3,2,6,457,783,1,5,1,5,2,1,3,1,4,7,1,2,393,3,100,0
1414,178000,5,9056,4,8,0,5,8,5,2004,2004,13,4,3,2,1,0,707,1,5,1,5,2,1,3,1,4,6,1,2,403,3,100,0
1598,201490,5,9171,4,8,0,5,7,5,2004,2005,13,4,3,2,1,0,848,1,5,1,5,2,1,3,1,4,7,1,2,433,3,100,0
1936,230500,5,11194,4,8,0,5,8,5,2000,2000,13,4,3,2,1,0,1406,1,5,1,5,2,1,3,1,4,7,1,2,504,3,188,0
1509,180000,5,7875,4,8,0,5,7,5,2003,2003,13,4,3,2,1,0,783,1,5,1,5,2,1,3,1,4,8,1,2,393,3,0,0
1664,172400,5,8121,4,8,0,5,6,5,2000,2000,13,3,3,2,1,0,953,1,5,1,5,2,1,3,1,3,7,1,2,460,3,100,0
1889,215000,5,8658,4,8,0,5,6,5,2000,2000,13,3,3,2,5,732,982,1,5,1,5,2,1,3,1,3,9,1,2,431,3,0,0
1886,199900,5,11214,4,8,0,5,7,5,1998,1999,13,4,3,2,1,0,930,1,4,1,5,2,1,4,1,4,10,1,2,431,3,89,0
1671,173000,5,10852,4,8,0,5,6,5,2000,2000,13,3,3,2,6,786,959,1,5,1,5,2,1,3,1,3,7,1,2,472,3,0,0
2322,287602,5,12104,4,8,0,5,7,5,2006,2006,13,4,3,2,1,0,1035,1,4,1,5,3,1,4,1,4,8,1,3,617,3,400,0
2291,230000,5,8738,4,8,0,5,7,5,1999,1999,13,4,3,2,1,0,975,1,5,1,5,2,1,4,1,4,8,3,2,429,3,192,0
2392,348000,5,9452,4,18,0,5,8,5,1997,1998,13,4,3,2,6,1074,1396,1,5,1,5,2,1,3,1,4,7,1,3,870,3,0,0
1976,286000,5,9660,4,18,0,5,8,5,1998,1998,13,4,3,2,6,791,1044,1,5,1,5,2,1,3,1,4,7,1,3,885,3,210,0
2234,300000,5,9545,4,18,0,5,8,5,2000,2000,13,4,3,2,6,505,1160,1,5,1,5,2,1,3,1,4,7,3,3,768,3,0,0
3627,625000,5,35760,4,18,0,5,10,5,1995,1996,6,4,4,2,6,1387,1930,1,5,1,5,3,1,4,1,4,10,1,3,807,3,361,0
2855,405000,5,9233,4,18,0,5,9,5,2000,2000,13,4,3,2,6,1182,1540,1,5,1,5,2,1,4,1,5,9,1,3,774,3,247,0
1924,280000,5,12011,4,18,0,5,8,5,1998,1998,13,4,3,2,6,956,1086,1,5,1,5,2,1,3,1,4,7,1,2,592,3,208,0
2263,258000,5,12090,4,18,0,5,8,5,1998,1998,13,4,3,2,1,0,1141,1,4,1,5,2,1,4,1,4,10,3,2,420,3,144,0
2726,350000,5,10019,4,18,0,5,8,5,1995,1995,13,4,3,2,5,527,1342,1,5,1,5,2,1,4,1,4,9,1,3,725,3,307,0
3500,584500,5,17242,4,18,0,5,9,5,1993,1994,8,4,4,2,3,292,1733,1,5,1,5,3,1,4,1,5,11,1,3,959,3,870,0
2494,321000,5,10236,4,18,0,5,8,5,1994,1995,13,4,3,2,6,380,1290,1,5,1,5,2,1,4,1,4,9,1,3,803,3,200,4
2526,290000,5,10120,4,18,0,5,8,5,1994,1994,13,4,3,2,6,740,1165,1,5,1,5,2,1,4,1,4,8,1,3,844,3,309,0
2799,315000,5,12585,4,18,0,5,8,5,1993,1993,6,4,3,2,2,247,1286,1,5,1,5,2,1,3,1,4,8,1,3,704,3,432,0
1964,252000,5,12447,4,24,0,5,8,5,2005,2006,5,4,3,2,1,0,1100,1,5,1,5,2,1,3,1,4,8,3,2,760,3,200,0
1670,336820,5,15218,4,24,0,2,8,5,2006,2006,13,4,3,2,6,1562,1670,1,5,1,5,2,1,2,1,4,6,1,3,928,3,0,0
2097,423000,5,20896,4,24,0,2,8,5,2005,2006,13,4,3,2,6,1721,2077,1,5,1,5,1,1,1,1,5,8,1,3,1134,3,192,0
1660,290000,5,10182,4,24,0,2,8,5,2006,2006,13,4,3,2,6,1220,1660,1,5,1,5,2,0,3,1,4,8,1,2,500,3,322,0
1616,232000,5,8688,4,24,0,2,7,5,2005,2005,13,4,3,2,1,0,1616,1,5,1,5,2,0,3,1,4,7,1,3,834,3,208,0
1504,199000,5,10936,4,24,0,2,8,5,2006,2006,13,4,3,2,1,0,1504,1,5,1,5,2,0,3,1,4,7,1,2,510,3,144,0
1278,198600,2,8640,4,24,0,2,8,5,2006,2006,13,4,3,2,6,24,1278,1,5,1,5,2,0,2,1,4,5,1,2,584,3,0,0
2640,405749,2,13162,4,24,0,5,9,5,2006,2006,13,4,3,2,6,1836,2036,1,5,1,5,3,1,3,1,5,11,1,3,792,3,0,0
1489,232600,2,11216,4,24,0,2,8,5,2006,2006,13,4,3,2,1,0,1489,1,5,1,5,2,0,3,1,4,7,1,2,776,3,0,0
1939,266000,2,10728,4,24,0,5,8,5,2006,2006,13,4,3,2,1,0,1095,1,4,1,5,2,1,3,1,4,8,1,3,1053,3,192,0
1553,186500,2,8125,4,24,0,5,7,5,2005,2006,13,4,3,2,1,0,756,1,5,1,5,2,1,3,1,4,6,1,2,615,3,0,0
1716,200825,2,8125,4,24,0,5,6,5,2005,2005,13,4,3,2,1,0,858,1,5,1,5,2,1,3,1,4,7,1,2,615,3,0,0
1576,197000,2,8125,4,24,0,5,7,5,2006,2006,13,4,3,2,1,0,770,1,5,1,5,2,1,3,1,4,6,1,2,614,3,0,0
1262,185000,2,7200,4,24,0,2,6,5,2006,2006,13,4,3,2,6,905,1262,1,4,1,5,2,0,2,1,4,5,1,2,572,3,0,0
1266,176000,2,7500,4,24,0,2,7,5,2005,2005,13,4,3,2,1,0,1257,1,5,1,5,2,0,3,1,4,6,1,2,453,3,38,0
1301,187750,2,7200,4,24,0,2,7,5,2006,2006,13,4,3,2,1,0,1293,1,5,1,5,2,0,2,1,4,5,1,2,572,3,216,0
1142,139500,5,7733,4,23,0,2,6,5,2005,2005,13,3,3,2,6,24,1142,1,5,1,5,1,1,3,1,4,5,6,0,0,0,4,0
1400,186800,5,11024,4,23,0,2,7,5,2005,2006,13,4,3,2,1,0,1400,1,5,1,5,2,0,3,1,4,6,1,2,612,3,144,0
1131,132000,5,13072,4,23,0,2,6,5,2005,2006,13,3,3,2,1,0,1131,1,5,1,5,1,1,3,1,4,6,6,0,0,0,0,0
1141,142500,5,13072,4,23,0,2,6,5,2005,2005,13,4,3,2,1,0,1141,1,5,1,5,1,1,3,1,3,6,5,2,484,3,0,0
1158,158000,5,13072,4,23,0,2,6,5,2004,2004,13,3,3,2,5,941,1158,1,5,1,5,1,1,3,1,4,5,5,2,576,3,0,0
1686,184000,5,7800,4,23,0,5,7,5,2005,2005,13,4,3,2,1,0,891,1,5,1,5,2,1,3,1,4,8,1,2,462,3,144,0
1585,184900,5,7632,4,23,0,5,7,5,2005,2005,13,4,3,2,1,0,784,1,5,1,5,2,1,3,1,4,7,1,2,449,3,100,0
1837,187000,5,8304,4,23,0,5,6,5,1997,1998,13,3,3,2,1,0,941,1,5,1,5,2,1,3,1,3,7,1,2,688,3,150,4
1603,175900,5,7153,4,23,0,5,6,5,1992,1992,13,4,4,2,5,387,761,1,5,1,5,2,1,3,1,4,7,1,2,484,3,0,0
1731,248500,5,9370,4,23,0,5,6,5,1992,1993,6,4,3,2,5,758,836,1,5,1,5,2,1,3,1,4,7,1,2,462,3,307,0
1398,172000,5,7175,4,23,4,2,6,5,1990,1991,9,4,3,2,6,904,1398,1,4,1,5,2,0,2,1,4,5,1,2,542,3,0,3
1217,151000,5,7175,4,23,4,2,6,5,1991,1991,9,4,3,2,6,278,1217,1,4,1,5,2,0,2,1,4,5,1,2,484,3,0,0
1320,150000,5,9019,4,23,0,5,6,5,1994,1994,13,3,3,2,5,274,636,1,5,1,5,2,1,3,1,4,6,1,2,472,3,0,0
1056,107000,4,8900,4,23,0,2,4,4,1966,1966,6,3,3,1,3,1056,1056,1,3,1,5,1,0,2,1,3,5,5,1,384,3,0,3
965,119900,4,7800,4,23,0,2,5,5,1965,1965,13,3,3,1,4,641,828,1,4,1,5,1,0,3,1,3,6,5,1,300,3,421,3
988,129500,5,9100,4,22,0,2,5,4,1962,1962,14,3,3,1,2,36,988,1,5,1,5,1,0,3,1,3,6,5,2,624,3,0,0
1728,125000,6,9100,4,22,2,2,5,5,1963,1963,6,3,3,1,3,1332,1728,1,3,1,5,2,0,6,2,3,10,5,2,504,3,0,0
1654,119500,6,8927,4,22,2,0,6,6,1977,1977,13,3,4,1,0,0,0,1,3,1,5,2,0,4,2,3,10,1,2,528,3,0,0
1211,144000,5,9240,4,22,0,2,5,6,1962,2002,6,3,3,1,4,612,864,1,4,1,5,1,0,2,1,3,6,5,2,576,3,161,3
1212,151000,5,8471,4,22,0,7,6,7,1977,1995,6,3,3,1,5,506,506,1,3,1,5,1,0,3,1,3,6,1,2,492,3,292,2
984,126000,5,9308,4,22,0,2,5,5,1965,1965,6,3,3,1,3,554,984,1,3,1,5,1,0,3,1,3,5,1,1,310,3,0,3
909,116000,5,8450,4,22,0,2,5,6,1968,1968,9,3,3,1,4,162,882,1,3,1,5,1,0,3,1,3,5,1,1,294,3,0,3
925,133500,5,8638,4,22,0,2,5,6,1963,1963,6,3,3,2,5,181,925,1,4,1,5,1,0,2,1,3,5,5,2,484,3,203,0
1024,120875,5,13052,4,22,0,2,5,6,1965,1965,6,3,3,1,3,712,1024,1,3,1,5,1,1,3,1,3,5,1,1,308,3,0,3
935,137000,5,13526,4,22,0,2,5,6,1965,1965,6,3,3,1,4,560,935,1,3,1,5,1,0,3,1,3,5,1,1,288,3,180,3
912,124000,5,8020,4,22,0,2,5,6,1964,1964,6,3,3,1,5,644,912,1,3,0,5,1,0,3,1,3,6,6,0,0,0,0,2
1236,135000,5,6993,4,22,0,2,5,7,1961,1994,6,3,3,1,4,465,912,1,3,1,5,1,0,3,1,3,6,1,1,288,3,0,0
941,129200,5,8789,4,22,0,2,5,6,1967,1967,13,3,3,1,3,659,912,1,3,1,5,1,0,3,1,3,6,1,1,288,3,64,0
2646,260000,5,14330,4,27,0,7,7,4,1974,1974,15,4,2,1,5,1023,1748,1,4,1,5,2,0,3,1,4,9,1,2,550,3,641,4
2417,260000,5,16059,4,18,0,5,8,5,1991,1992,6,4,3,1,1,0,1288,1,5,1,5,2,1,4,1,4,9,1,2,462,3,127,0
2826,334000,5,11025,4,18,0,5,8,5,1992,1993,6,4,3,2,6,1118,1334,1,5,1,5,2,1,3,1,4,9,1,3,888,3,177,0
2520,310000,5,14541,4,18,0,5,8,7,1993,1993,8,4,4,2,6,1012,1338,1,5,1,5,2,1,5,1,4,10,1,3,796,3,209,0
2295,268000,5,13346,4,18,0,5,7,5,1992,2000,6,4,3,2,6,728,1095,1,5,1,5,2,1,4,1,4,9,1,2,590,3,0,0
1624,262000,5,12461,4,18,0,2,8,5,1994,1995,7,4,3,2,6,1456,1624,1,5,1,5,2,0,2,1,4,5,1,3,757,3,0,4
1143,176400,2,3628,4,24,4,2,7,5,2004,2004,8,4,3,2,1,0,1143,1,5,1,5,1,1,1,1,4,5,1,2,588,3,0,0
1247,197000,2,3316,4,24,4,2,8,5,2005,2005,8,4,3,2,6,1039,1247,1,5,1,5,1,1,1,1,4,4,1,2,550,3,0,0
1200,151000,2,3180,4,24,4,5,7,5,2005,2005,8,3,3,2,1,0,600,1,5,1,5,2,1,2,1,4,4,5,2,480,3,0,0
1223,147400,2,2544,4,24,3,5,7,5,2005,2005,8,4,3,2,1,0,600,1,5,1,5,2,1,2,1,4,4,5,2,480,3,0,0
1223,149900,2,2544,4,24,3,5,7,5,2005,2005,8,4,3,2,1,0,600,1,5,1,5,2,1,2,1,4,4,5,2,480,3,0,0
1200,144152,2,3180,4,24,4,5,7,5,2005,2005,8,4,3,2,1,0,600,1,5,1,5,2,1,2,1,4,4,5,2,480,3,0,0
1524,166000,2,2998,4,24,4,5,6,5,2000,2000,8,4,3,2,6,353,756,1,5,1,5,2,1,2,1,4,4,5,2,440,3,0,0
1452,183900,2,3735,4,24,4,5,7,5,1999,1999,8,4,3,2,6,450,691,1,5,1,5,2,1,3,1,4,6,5,2,506,3,0,0
1382,165000,2,2651,4,24,3,5,7,5,2000,2000,8,4,3,2,6,641,673,1,5,1,5,2,1,3,1,4,6,5,2,490,3,153,0
1080,139000,2,4447,4,24,4,5,7,5,2003,2003,13,4,3,2,1,0,530,1,5,1,5,2,1,2,1,4,4,1,2,496,3,0,0
1694,200000,2,8314,4,24,0,5,7,5,1997,1998,14,4,3,2,1,0,569,1,5,1,5,2,1,3,1,4,6,3,1,434,3,0,4
1568,221000,2,7180,4,24,0,2,8,5,2001,2002,5,4,3,2,1,0,1568,1,5,1,5,2,0,3,1,4,6,1,2,564,3,0,0
1494,270000,5,9549,4,27,4,2,8,5,1995,1996,3,4,4,2,2,437,1494,1,5,1,5,1,1,2,1,5,6,1,2,481,3,0,0
1208,165000,5,11250,4,27,0,2,6,6,1977,1977,9,4,3,1,5,767,1208,1,3,1,5,1,1,3,1,3,6,1,2,546,3,198,0
1235,214000,5,3760,4,9,3,2,8,5,1980,1980,14,4,3,1,6,1009,1235,1,4,1,5,1,0,1,1,3,4,1,2,484,3,133,0
1036,188000,5,3640,4,9,3,2,8,5,1980,1980,14,4,3,1,6,860,1036,1,3,1,5,1,0,1,1,4,4,5,2,484,3,133,0
1226,190000,5,3874,4,9,4,2,8,5,1980,1980,14,4,3,1,6,807,1226,1,3,1,5,1,0,1,1,4,4,1,2,484,3,133,0
1226,170000,5,3876,4,9,3,2,8,5,1978,1978,14,4,3,1,6,652,1226,1,3,1,5,1,0,1,1,4,4,1,2,484,3,133,0
1842,385000,5,50271,4,27,0,2,9,5,1981,1987,15,4,3,1,6,1810,1842,1,4,1,5,0,1,0,1,4,5,1,3,894,3,857,0
1193,146500,5,13110,4,17,1,2,5,6,1972,1972,9,3,3,1,6,962,1153,1,5,1,5,2,0,2,1,3,6,1,2,501,3,140,3
1920,170000,5,10192,4,17,0,7,7,6,1968,1992,8,3,3,1,1,0,570,1,4,1,5,3,0,4,1,4,8,1,2,487,3,0,4
2156,262500,5,20781,4,17,0,2,7,7,1968,2003,3,3,3,1,4,297,1568,1,3,1,5,2,0,3,1,3,9,1,2,508,4,0,0
1416,179900,5,11700,4,17,0,5,6,6,1968,1968,6,3,3,1,5,404,708,1,4,1,5,2,1,3,1,3,7,1,2,776,3,0,0
2654,250000,5,11029,4,17,0,5,6,7,1968,1984,6,3,3,1,4,619,1054,1,3,1,5,2,1,4,1,4,9,1,2,619,3,0,0
1790,165150,5,10400,4,17,0,5,6,5,1972,1972,13,3,3,1,3,247,732,1,4,1,5,1,2,4,1,3,8,1,2,484,3,148,0
1334,164500,5,10140,4,17,0,2,7,6,1967,1967,6,3,3,1,4,553,1334,1,4,1,5,2,0,3,1,3,7,1,2,477,3,0,0
1164,140000,5,9600,4,17,0,2,7,5,1969,1969,6,3,3,1,1,0,1164,1,3,1,5,1,1,3,1,3,6,1,2,528,3,0,0
980,135500,5,9750,4,15,0,7,5,5,1967,1967,13,3,3,2,5,400,980,1,4,1,5,2,0,3,1,3,6,1,1,384,3,68,0
1051,142000,5,9600,4,15,0,2,5,5,1968,1968,8,3,3,1,5,758,1051,1,4,1,5,1,0,3,1,3,6,1,2,504,3,0,0
1770,155000,5,8640,4,15,0,5,5,5,1968,1968,6,3,3,1,5,361,900,1,5,1,5,1,1,4,1,3,7,1,2,530,3,0,0
976,157500,5,9360,4,15,0,2,6,7,1968,2004,6,3,3,1,5,760,976,1,3,1,5,1,0,2,1,4,4,1,2,504,3,94,0
1052,138500,5,8400,4,15,0,2,5,5,1968,1968,6,3,3,1,4,1016,1052,1,4,1,5,1,1,3,1,3,5,1,1,288,3,356,2
898,140000,5,8400,4,15,0,6,5,6,1968,1968,6,3,3,1,6,744,833,1,4,1,5,1,0,3,1,3,6,1,1,326,3,143,0
1051,124400,5,9759,4,15,0,2,5,5,1966,1966,9,3,3,1,4,799,1051,1,3,1,5,1,0,3,1,3,6,1,1,264,3,182,0
1141,158000,5,9600,4,15,0,7,5,7,1967,1967,8,3,3,2,5,602,1141,1,4,1,5,1,0,3,1,3,6,1,1,568,3,0,0
1200,146000,5,9230,4,15,0,2,5,8,1965,1998,8,3,3,1,6,661,864,1,4,1,5,1,1,1,1,4,6,5,2,884,3,0,3
1993,190000,5,14803,4,17,0,5,6,5,1971,1971,6,3,3,1,3,416,825,1,4,1,5,2,1,4,1,3,8,1,2,495,3,0,2
1050,136500,5,10659,4,15,0,2,5,6,1961,1961,14,3,3,1,3,915,1050,1,3,1,5,1,0,3,1,3,6,1,1,368,3,0,0
864,129900,5,9100,4,15,0,2,5,5,1958,1958,13,3,3,1,4,521,864,1,3,1,5,1,0,3,1,3,5,5,2,624,3,0,0
1712,145000,5,8393,4,15,2,2,5,5,1959,2005,8,3,3,1,2,528,1626,1,5,1,5,2,0,4,2,3,8,1,2,588,3,272,0
1565,185900,5,8800,4,15,1,2,6,7,1965,2000,3,3,4,2,5,901,1187,1,5,1,5,2,0,3,1,4,7,1,1,299,3,200,3
1251,160000,5,8800,4,15,0,2,6,6,1964,1964,6,3,3,1,4,553,1251,1,3,1,5,1,0,3,1,3,6,1,1,461,3,0,3
1488,167000,5,10368,4,15,0,2,6,6,1964,1964,6,3,3,1,5,260,1008,1,5,1,5,1,1,3,1,3,7,1,2,430,3,154,0
1440,157500,5,9350,4,15,0,5,5,6,1964,1964,6,3,3,1,5,360,720,1,4,1,5,1,1,4,1,3,7,1,2,480,3,0,0
1095,140000,5,10382,4,15,1,7,6,5,1958,1958,6,3,2,1,5,513,588,1,3,1,5,1,0,2,1,3,6,1,1,264,3,0,0
1053,150000,5,8973,4,15,0,2,5,7,1958,1991,9,3,3,1,3,567,1008,1,3,1,4,1,1,3,1,5,6,0,2,750,3,0,1
1248,151500,5,10800,4,15,0,2,5,7,1960,1960,14,3,3,1,5,632,1248,1,5,1,5,1,0,3,1,3,6,1,1,286,3,0,3
816,129800,5,8550,4,15,0,2,6,8,1934,1950,8,3,3,1,4,574,816,1,5,1,5,1,0,2,1,3,4,1,1,240,3,228,3
1008,137000,5,11425,4,15,0,2,5,6,1954,1954,3,3,3,1,4,486,1008,1,4,1,5,1,0,2,1,3,4,1,1,275,3,0,0
1043,137000,5,9724,4,15,0,2,5,7,1947,1950,3,3,3,1,1,0,938,1,5,1,5,1,0,2,1,3,5,5,1,273,3,125,2
1230,121600,5,4712,4,3,0,0,4,7,1946,1950,8,3,3,1,5,384,747,1,3,1,5,1,1,3,1,3,5,5,1,305,3,0,3
869,85500,5,5900,4,3,0,2,4,7,1923,1958,14,3,3,2,1,0,440,1,3,1,4,1,0,2,1,2,4,6,0,0,0,0,0
747,79900,5,5825,4,3,0,2,4,5,1926,1953,8,3,4,2,1,0,600,1,4,1,5,1,0,1,1,3,5,5,2,528,3,0,0
1252,127000,5,7438,4,3,0,0,5,8,1908,1991,0,3,3,2,1,0,504,1,4,1,5,1,0,3,1,3,5,1,2,576,3,104,3
1433,161000,5,9600,4,15,0,2,5,6,1961,1990,15,3,3,1,4,915,1251,1,3,1,5,1,0,3,1,3,7,1,2,441,3,144,0
1624,146500,5,10858,4,15,0,2,5,6,1952,1952,14,3,4,1,2,40,1444,1,5,1,5,1,0,2,1,3,6,1,1,240,3,0,3
1216,135000,5,9600,4,15,0,2,5,5,1951,1951,6,3,3,1,5,996,1056,1,5,1,4,1,0,3,1,3,7,1,1,280,3,0,0
2136,137900,5,10680,4,15,0,2,5,3,1951,1951,14,3,3,1,2,756,2136,1,3,0,4,2,0,4,1,3,7,5,2,528,3,0,3
1578,133000,5,9490,4,15,0,0,6,7,1941,1950,14,3,3,1,4,403,806,1,3,1,4,1,0,3,1,2,5,1,1,240,3,0,3
1728,137000,5,9462,4,15,0,5,5,6,1949,1973,14,3,3,1,1,0,704,1,4,1,4,1,1,3,1,3,7,1,1,234,3,245,3
936,121000,5,9888,4,15,0,2,5,6,1954,1975,8,3,4,1,4,486,936,1,3,1,4,1,0,2,1,3,5,1,1,240,3,0,3
1584,119000,5,8917,4,15,2,2,5,5,1967,1967,9,3,3,1,1,0,1584,1,3,1,5,2,0,4,2,3,8,5,2,506,3,0,0
1246,172000,5,12700,4,15,0,7,6,5,1964,1964,6,3,3,1,5,939,1246,1,3,1,5,1,0,3,1,3,6,1,2,441,3,0,0
1235,98600,5,8500,4,15,0,2,5,3,1961,1961,6,3,3,1,3,600,1235,1,3,1,5,1,0,2,1,3,6,1,2,480,3,0,2
2157,226000,5,14200,4,15,0,5,7,6,1966,1966,8,3,3,1,3,445,924,1,5,1,5,2,1,4,1,4,8,1,2,487,3,105,4
1128,118000,5,9000,4,15,0,2,5,5,1954,1954,14,3,3,1,2,812,936,1,3,1,5,1,0,2,1,3,5,1,1,286,3,0,2
3112,235000,5,25419,4,15,0,5,8,4,1918,1990,12,4,4,2,6,1036,1360,1,4,1,5,2,0,4,1,4,8,5,2,795,3,0,4
1008,135000,5,9723,4,15,0,2,6,7,1963,1963,8,3,3,1,1,0,1008,1,3,1,5,1,0,2,1,3,5,1,2,430,3,0,0
1190,132500,5,7728,4,15,2,7,5,6,1962,1962,14,3,3,1,5,803,1106,1,3,1,5,1,0,3,1,3,6,1,2,540,3,0,2
1144,143000,5,8163,4,15,0,7,5,6,1959,1959,6,3,4,1,5,748,1144,1,3,1,5,1,0,3,1,3,6,1,1,796,3,86,0
1364,132000,5,8400,4,15,0,2,5,5,1957,1957,3,3,3,1,4,623,1179,1,4,1,5,1,1,3,1,3,6,1,1,331,3,0,4
1383,145250,5,11600,4,15,0,2,6,5,1960,1960,14,3,3,1,3,565,1383,1,3,1,5,1,1,3,1,3,7,1,1,292,3,0,0
1336,162000,5,9610,4,15,0,2,6,6,1958,1958,14,3,3,1,3,203,1121,1,5,1,4,1,1,3,1,3,7,1,2,488,3,80,0
1370,148000,5,10000,4,15,0,7,5,6,1956,1956,14,3,3,1,4,678,1058,1,5,1,5,1,0,3,1,3,6,2,1,300,3,191,3
1092,141000,5,14850,4,15,0,2,5,5,1957,1957,14,3,3,1,3,895,1092,1,3,1,4,1,0,2,1,3,6,1,1,299,3,268,1
1124,153000,5,10152,4,15,0,2,6,6,1956,1994,14,3,3,1,4,914,1124,1,5,1,5,1,0,3,1,3,6,1,1,353,3,0,0
1236,134450,5,10011,4,15,0,2,5,6,1957,1996,6,3,3,1,4,360,1070,1,3,1,5,1,0,2,1,4,6,1,1,447,3,0,3
943,135960,5,7032,4,15,2,6,5,5,1979,1979,8,3,3,1,6,943,943,1,3,1,5,1,0,2,1,3,4,5,2,600,3,42,0
1050,156000,5,8092,4,15,0,2,6,8,1954,2000,14,3,4,1,5,824,1050,1,5,1,5,1,0,3,1,4,6,1,1,286,3,0,0
1375,140000,5,11310,4,15,0,2,6,5,1954,1954,14,3,3,1,1,0,1367,1,5,1,5,1,0,2,1,3,5,1,2,451,3,0,0
1008,139500,5,12778,4,15,0,2,5,6,1952,2003,8,3,3,1,6,658,1008,1,5,1,4,1,0,2,1,3,4,1,1,280,3,0,3
1575,155000,5,10170,4,15,0,2,6,6,1951,1951,14,3,3,1,1,0,216,1,3,1,5,1,1,2,1,4,5,1,2,400,3,0,0
1145,127000,5,7700,4,15,0,7,5,7,1956,1956,13,3,3,1,4,271,301,1,5,1,4,1,0,3,1,3,6,5,2,684,3,0,2
