Lot.Area,Year.Built,X1st.Flr.SF,X2nd.Flr.SF,Gr.Liv.Area,Full.Bath,Half.Bath,Bedroom.AbvGr,Kitchen.AbvGr,TotRms.AbvGrd,Fireplaces,Garage.Area,Pool.Area
5190,1948,617,462,1079,1,0,2,1,5,1,249,0
10452,1953,1094,0,1094,1,0,3,1,5,2,495,0
45600,1908,1307,1051,2358,3,0,5,1,10,1,360,0
19550,1940,1518,0,1518,1,0,2,1,5,2,0,0
21780,1918,1163,511,1674,2,0,4,1,8,1,396,0
13728,1935,1236,872,2108,2,0,4,1,7,2,540,0
9571,1956,1509,0,1509,1,0,3,1,6,1,322,0
9350,1975,864,0,864,1,0,2,1,4,0,0,0
9360,1962,621,648,1269,1,1,3,1,7,0,280,0
8405,1900,961,406,1367,1,0,4,1,7,0,384,0
7000,1910,820,527,1347,1,0,3,1,5,0,0,0
10880,1950,1164,0,1164,1,0,3,1,5,0,240,0
9600,1924,572,524,1096,1,0,2,1,5,0,0,0
9084,1941,616,495,1111,1,0,3,1,5,0,200,0
11839,1990,1532,797,2329,2,1,4,1,10,1,514,0
9771,1995,1093,1721,2814,2,1,4,1,9,1,614,0
9938,1994,1626,0,1626,2,1,3,1,7,1,534,0
14171,1993,1101,1099,2200,2,1,4,1,9,1,453,0
10541,1996,1302,735,2037,2,1,3,1,8,1,472,0
10616,2007,628,728,1356,2,1,3,1,6,1,484,0
9345,2007,1615,0,1615,2,0,3,1,7,1,864,0
11778,2008,2276,0,2276,2,0,3,1,7,2,1348,0
11778,2008,1766,0,1766,2,1,3,1,8,2,874,0
11228,1993,1080,1017,2097,2,1,3,1,9,1,678,0
11454,1995,1511,0,1511,2,0,3,1,6,1,811,0
11500,1966,1643,0,1643,2,0,2,1,6,1,438,0
12798,1997,616,1072,1688,2,1,4,1,8,0,603,0
9750,1994,990,0,990,1,0,3,1,5,0,528,0
9525,1995,1099,0,1099,1,1,3,1,6,0,352,0
9245,1994,990,0,990,1,0,3,1,5,0,672,0
8696,1997,1418,0,1418,2,0,3,1,5,1,558,0
13142,1997,872,899,1771,2,1,3,1,6,0,600,0
8998,2000,782,870,1652,2,1,3,1,6,0,532,0
9179,1999,882,908,1790,2,1,3,1,7,0,588,0
8924,1998,880,844,1724,2,1,3,1,8,0,527,0
9382,1999,1479,0,1479,2,0,3,1,6,0,577,0
12803,2002,1494,0,1494,2,0,3,1,6,1,530,0
12435,2001,963,829,1792,2,1,3,1,7,1,564,0
12192,2000,928,895,1823,2,1,3,1,6,0,626,0
11250,2001,920,866,1786,2,1,3,1,6,1,608,0
9200,1975,938,0,938,1,0,3,1,5,0,308,0
8385,1977,985,0,985,2,0,3,1,6,0,328,0
12250,1978,1174,0,1174,1,0,3,1,5,0,528,0
10970,1978,1026,0,1026,1,0,3,1,5,0,576,0
9216,1975,1076,0,1076,1,1,3,1,5,1,576,0
14330,1975,1558,0,1558,2,0,2,1,5,0,440,0
7990,1975,924,0,924,1,0,3,1,5,0,280,0
7180,1972,864,0,864,1,0,3,1,5,0,352,0
7200,1972,780,0,780,1,0,2,1,4,0,352,0
9742,2002,1795,0,1795,2,0,3,1,7,1,534,0
9473,2002,1128,903,2031,2,1,3,1,7,1,577,0
10316,2000,992,873,1865,2,1,3,1,7,1,839,0
10400,2001,1290,871,2161,2,1,3,1,8,1,570,0
9066,1999,1004,848,1852,2,1,3,1,7,2,660,0
11404,1998,1153,878,2031,2,1,3,1,8,1,541,0
9240,2001,1055,1208,2263,2,1,3,1,7,1,905,0
9720,2001,1366,581,1947,2,1,3,1,7,1,725,0
14860,2002,1786,0,1786,2,0,3,1,6,1,715,0
11250,2002,1149,1141,2290,2,1,4,1,9,1,779,0
8158,2003,884,884,1768,2,1,3,1,8,0,543,0
10905,2003,1129,1198,2327,2,1,4,1,9,1,596,0
7226,2003,798,842,1640,2,1,3,1,6,0,595,0
11690,1999,886,878,1764,2,1,3,1,7,1,560,0
8750,1994,933,975,1908,2,1,4,1,8,1,493,0
4435,2003,848,0,848,1,0,1,1,3,0,420,0
4426,2004,848,0,848,1,0,1,1,3,0,420,0
13125,1997,1493,0,1493,2,0,3,1,7,1,508,0
10126,1997,1838,0,1838,2,0,2,2,8,0,721,0
9135,2002,1536,0,1536,2,0,3,1,7,0,532,0
8450,2003,856,854,1710,2,1,3,1,8,0,548,0
9750,2004,1445,0,1445,2,0,3,1,6,0,470,0
8450,2004,1436,0,1436,2,0,3,1,8,0,484,0
8320,2004,770,812,1582,2,1,3,1,6,0,520,0
11049,2007,1234,0,1234,2,0,3,1,7,0,484,0
11058,2007,1564,0,1564,2,0,3,1,6,0,814,0
9627,2007,1361,0,1361,2,0,3,1,6,0,610,0
8199,2005,728,728,1456,2,1,3,1,7,1,410,0
4426,2004,848,0,848,1,0,1,1,3,1,420,0
4426,2004,848,0,848,1,0,1,1,3,1,420,0
4438,2004,848,0,848,1,0,1,1,3,1,420,0
4438,2004,848,0,848,1,0,1,1,4,1,420,0
8777,1910,796,0,796,1,0,2,1,4,0,0,0
8777,1900,1272,928,2200,2,2,4,2,9,0,0,0
9825,1966,1092,0,1092,1,0,3,1,6,0,264,0
9937,1965,1256,0,1256,1,1,3,1,6,0,276,0
12102,1976,1033,0,1033,1,0,3,1,6,0,504,0
6500,1976,1127,0,1127,1,1,3,1,6,1,480,0
13907,1940,996,0,996,1,0,3,1,6,1,0,0
10012,1972,1181,0,1181,2,0,3,1,6,0,588,0
6931,2003,760,896,1656,2,1,3,1,7,1,397,0
9638,1977,1117,0,1117,1,0,3,1,6,1,542,0
7200,1976,684,714,1398,1,1,3,1,6,1,440,0
7024,2005,1132,0,1132,1,1,2,1,5,0,451,0
47007,1959,3820,0,3820,3,1,5,1,11,2,624,0
63887,2008,4692,950,5642,2,1,3,1,12,3,1418,480
3675,2005,1072,0,1072,1,0,2,1,5,0,525,0
6040,1955,1152,0,1152,2,0,2,2,6,0,0,0
6012,1955,1152,0,1152,2,0,2,2,6,0,0,0
12108,1955,1440,0,1440,2,0,4,2,8,0,0,0
6845,1955,1152,0,1152,2,0,2,2,6,0,0,0
6931,1955,784,0,784,1,0,2,1,4,0,0,0
12180,1938,585,468,1053,1,1,2,1,5,0,0,0
8050,1947,929,208,1137,1,1,4,1,8,0,0,0
9520,1953,930,0,930,1,0,2,1,5,0,286,0
11767,1946,768,432,1200,1,0,3,1,6,0,240,0
8172,1954,997,473,1470,2,0,4,1,7,0,548,0
16466,1955,872,521,1393,1,1,3,1,8,0,300,0
7692,1954,1204,0,1204,1,0,3,1,6,0,312,0
5142,1923,949,343,1292,1,1,3,1,6,0,205,0
5604,1925,864,0,864,1,0,2,1,5,0,0,0
8248,1914,864,0,864,1,0,2,1,5,0,0,0
5687,1912,936,780,1716,2,0,6,1,9,0,0,0
12155,1925,810,672,1482,2,0,4,1,7,0,400,0
8400,1939,1052,720,2192,2,1,4,1,8,1,240,0
8400,1925,1390,304,1694,2,0,4,1,7,1,576,0
7290,1921,1424,0,1424,2,0,2,1,7,1,312,0
8525,1911,1024,940,1964,1,1,4,1,7,0,0,0
9842,1921,990,1611,2601,3,1,4,1,8,0,621,0
7804,1930,960,960,1920,2,2,4,2,10,2,480,0
8969,1926,672,644,1316,1,0,2,1,6,1,369,0
11526,1922,1423,748,2555,2,0,3,1,11,1,672,0
15576,1915,840,840,1680,2,0,4,1,8,0,308,0
15564,1914,676,588,1264,1,0,3,1,6,0,400,0
6292,1930,790,0,790,1,0,2,1,4,0,160,0
7609,1925,798,714,1512,2,0,3,1,7,1,180,0
10480,1936,1166,0,1639,1,0,3,1,6,0,240,0
9650,1923,819,784,1603,1,0,4,1,7,1,599,0
7200,1931,851,651,1502,1,1,3,1,6,1,270,0
11988,1934,849,811,1660,1,1,3,1,6,1,240,0
11700,1937,1265,673,1938,2,0,4,1,7,1,240,0
9260,1938,932,442,1374,1,0,3,1,6,0,225,0
7801,1951,1091,0,1091,1,0,2,1,5,1,344,0
9670,1935,983,890,1873,1,1,4,1,9,2,786,0
14100,1935,1968,1479,3447,3,1,4,1,11,2,1014,0
15660,1939,1137,817,1954,1,1,3,1,8,2,431,0
12392,1950,1218,943,2161,2,1,3,1,8,2,506,0
26073,1956,1898,0,1898,2,1,3,1,7,2,484,0
14778,1954,1640,0,1640,1,0,3,1,7,1,924,0
1879,1980,516,516,1032,1,0,2,1,5,1,462,0
1950,1980,716,840,1556,2,1,3,1,6,1,452,0
7000,1926,919,0,919,1,0,2,1,5,0,195,0
6000,1940,760,330,1090,1,0,3,1,5,0,240,0
3636,1922,796,0,796,1,0,2,1,5,0,0,0
5890,1930,816,0,816,1,0,2,1,5,0,432,0
6900,1940,778,0,778,1,0,2,1,4,1,924,0
8155,1930,780,420,1200,1,0,4,1,7,0,0,0
6000,1967,1092,564,1656,1,1,3,1,7,1,288,0
7392,1930,912,0,912,1,0,2,1,5,0,360,0
9000,1958,1151,804,1955,2,0,4,1,7,0,356,0
14584,1952,733,0,733,1,0,2,1,4,0,487,0
5280,1895,825,536,1361,1,0,2,1,6,0,185,0
8500,1920,649,668,1317,1,0,3,1,6,0,250,0
5150,1910,671,378,1049,1,0,2,1,5,0,195,0
18000,1935,894,0,894,1,0,2,1,6,0,1248,0
9000,1920,432,432,864,1,1,3,1,5,0,216,0
5587,2008,1652,0,1652,2,0,2,1,5,1,482,0
3843,2007,1648,0,1648,2,0,2,1,5,1,525,0
3811,2004,1646,0,1646,2,0,2,1,5,1,482,0
3842,2004,1646,0,1646,2,0,2,1,5,1,482,0
23730,1996,2032,0,2032,3,0,3,1,7,0,786,0
13265,2002,1689,0,1689,2,0,3,1,7,2,857,0
11050,1996,910,910,1820,2,1,3,1,8,1,816,0
9880,1977,1118,0,1118,1,0,3,1,6,1,358,576
10125,1977,1279,0,1279,2,0,3,1,6,2,473,0
10260,1976,936,936,1872,2,2,4,2,8,0,484,0
9990,1991,1689,0,1689,2,0,3,1,6,1,432,0
164660,1965,1619,167,1786,2,0,3,1,7,2,529,0
4084,1986,1501,0,1501,2,0,2,1,6,1,512,0
15498,1976,2898,0,2898,2,0,2,1,10,1,665,0
11563,2006,1537,0,1537,2,0,3,1,8,0,788,0
9520,2007,1646,0,1646,2,0,3,1,7,1,800,0
12852,2007,920,860,1780,2,1,3,1,6,1,612,0
9802,2006,712,730,1442,2,1,3,1,6,0,400,0
9735,2006,754,640,1394,2,1,3,1,7,0,400,0
12018,2008,796,816,1612,2,1,3,1,6,0,666,0
12890,1989,1495,0,1495,2,0,3,1,8,1,438,0
12416,1986,1651,0,1651,2,0,3,1,7,1,616,0
18265,1986,1256,0,1256,2,0,3,1,6,1,578,0
10200,1988,1509,0,1509,2,0,3,1,5,1,600,0
11202,2003,1440,0,1440,2,0,3,1,7,1,467,0
7915,1999,1675,0,1675,2,0,3,1,6,0,435,0
12244,2003,1482,780,2262,2,1,4,1,10,2,749,0
11449,2007,1728,0,1728,2,0,3,1,7,1,520,0
11447,2005,1964,0,1964,2,1,3,1,7,1,892,0
8940,1997,1344,0,1344,2,0,2,2,8,0,784,0
7060,1997,1344,0,1344,2,0,2,2,8,0,784,0
9278,2007,1092,0,1092,1,0,2,1,5,0,0,0
4500,1997,1189,0,1189,2,0,2,1,4,0,392,0
14137,1964,1200,0,1200,1,0,3,1,6,0,850,0
4224,1975,1040,0,1040,1,0,3,1,6,0,499,0
2665,1976,616,688,1304,1,1,3,1,4,1,336,0
2665,1976,925,550,1475,2,0,4,1,6,1,336,0
1974,1973,526,462,988,1,0,2,1,5,0,297,0
1596,1973,526,462,988,1,0,1,1,4,1,297,0
17979,1968,1160,0,1160,1,0,3,1,6,0,257,0
1477,1970,546,546,1092,2,1,3,1,6,0,0,0
1890,1972,630,0,630,1,0,1,1,3,0,0,0
21750,1954,988,0,988,1,0,2,1,4,0,520,0
6490,1983,816,0,816,1,0,2,1,4,0,264,0
6951,1984,923,0,923,1,0,3,1,5,0,264,0
6600,1982,816,0,816,1,0,3,1,5,1,264,0
6600,1982,816,0,816,1,0,2,1,4,0,816,0
6600,1982,845,0,845,1,0,3,1,6,0,264,0
12508,1940,983,767,1750,2,0,4,1,7,0,423,0
12395,1984,889,0,889,1,0,3,1,6,0,484,0
11075,1969,1168,800,1968,2,1,4,1,7,1,530,0
56600,1900,1150,686,1836,2,0,4,1,7,0,288,0
10667,1971,1587,0,1587,2,0,3,1,7,1,525,0
10628,1970,1277,0,1277,1,0,2,1,5,1,526,0
13651,1973,2223,0,2223,2,0,3,1,8,2,516,0
15865,1970,2217,0,2217,2,0,4,1,8,1,621,0
12394,2003,847,886,1733,2,1,3,1,7,1,433,0
10364,1995,806,766,1572,2,1,3,1,7,1,373,0
13869,1997,794,676,1470,2,0,3,1,6,0,388,0
8773,1997,916,684,1600,2,1,3,1,7,1,460,0
8872,1997,754,630,1384,2,1,3,1,7,1,390,0
5330,2000,1652,0,1652,2,0,2,1,6,0,499,0
10147,1994,924,770,1694,2,1,3,1,7,1,398,0
8637,1999,947,767,1714,2,1,3,1,7,1,451,0
7875,1996,691,862,1553,2,1,3,1,6,0,420,0
7875,1995,1253,0,1253,2,0,3,1,6,1,402,0
7500,1999,957,1342,2299,3,1,5,1,7,1,482,0
9556,1992,1187,0,1187,2,0,3,1,6,0,420,0
10784,1991,802,670,1472,2,1,3,1,7,1,402,0
9125,1992,812,670,1482,2,1,3,1,7,1,392,0
7655,1993,910,732,1642,2,1,3,1,7,1,392,0
18160,1964,1128,0,1128,1,0,3,1,6,1,480,0
3696,1986,1088,0,1088,1,1,2,1,5,0,461,0
5062,1984,1190,900,2090,2,0,3,1,6,1,577,0
4740,1988,1179,0,1179,2,0,2,1,5,0,480,0
5118,1990,1321,0,1321,1,0,1,1,4,1,484,0
14157,2005,1922,0,1922,2,0,3,1,8,1,676,0
12328,2005,1164,1377,2541,3,1,4,1,10,1,729,0
51974,2006,2338,0,2338,2,1,4,1,8,2,1110,0
41600,1969,1424,0,1424,1,1,3,1,7,0,828,0
8035,2006,1612,0,1612,2,0,2,1,6,1,556,0
8089,2007,1419,0,1419,2,0,2,1,7,1,567,0
14082,2006,2234,0,2234,1,1,1,1,7,1,724,0
13870,2006,2042,0,2042,2,0,3,1,8,1,724,0
12546,1981,1440,0,1440,2,0,3,1,7,1,467,0
10960,1984,1284,0,1284,2,0,3,1,5,0,480,0
12090,1984,1140,728,1868,3,1,3,1,7,1,477,0
12090,1981,725,754,1479,2,1,3,1,6,1,484,0
12299,1978,1664,0,1664,2,0,3,1,7,1,663,0
11339,1979,1085,845,1930,2,1,4,1,9,1,481,0
11952,1977,1161,808,1969,2,1,3,1,8,1,534,0
12046,1976,1118,912,2030,2,1,4,1,8,1,551,0
10395,1978,1032,0,1032,2,0,3,1,6,1,564,0
11850,1984,1177,0,1177,2,0,3,1,6,0,495,0
11584,1979,1040,685,1725,2,1,3,1,6,1,550,0
10400,1979,1353,0,1353,2,0,2,1,5,1,478,0
10793,1969,780,840,1620,2,1,4,1,7,0,462,0
13001,1971,1220,0,1220,2,0,2,1,6,1,944,0
12243,1971,1484,0,1484,2,0,3,1,7,1,487,0
11700,1968,1041,702,1743,1,2,3,1,7,1,539,0
12384,1976,1142,793,1935,2,1,3,1,7,1,550,0
8991,1976,1324,0,1324,2,0,3,1,5,1,585,0
8000,1974,1084,793,1877,2,1,4,1,8,1,488,0
10500,1971,576,533,1109,1,0,3,1,5,0,288,0
10530,1971,981,0,981,1,1,3,1,5,0,576,0
7472,1972,725,754,1479,1,1,4,1,7,0,484,0
9457,1970,1422,0,1422,1,0,3,1,7,0,576,0
7920,1970,914,0,914,1,0,3,1,5,0,368,0
9758,1971,950,0,950,1,0,3,1,5,0,280,0
8294,1971,872,0,872,1,0,3,1,5,0,480,0
7340,1971,858,0,858,1,0,2,1,4,0,684,0
17199,1961,914,0,914,1,0,2,1,4,0,270,0
9000,1971,864,0,864,1,0,3,1,5,0,528,0
4058,1998,767,0,767,1,0,1,1,4,0,367,0
4113,2001,1337,0,1337,2,0,2,1,5,1,511,0
10943,1997,1337,0,1337,2,0,2,1,5,1,522,0
2205,1973,525,567,1092,1,1,3,1,6,0,264,0
1890,1973,672,546,1218,1,1,3,1,7,0,264,0
2058,1973,672,546,1218,1,1,4,1,7,0,264,0
2016,1970,630,672,1302,2,1,3,1,6,0,440,0
1920,1971,765,600,1365,1,1,2,1,6,0,440,0
4928,1976,958,0,958,2,0,2,1,5,1,440,0
2308,1976,804,744,1548,2,1,3,1,7,1,440,0
2304,1978,1055,0,1055,2,0,2,1,4,0,319,0
7150,1966,988,0,988,1,0,3,1,5,0,360,0
12469,2006,1816,0,1816,2,0,3,1,7,1,730,0
11694,2007,1828,0,1828,2,0,3,1,9,1,774,0
12030,2007,1694,0,1694,2,0,3,1,7,0,818,0
11825,2006,1694,0,1694,2,0,3,1,7,1,856,0
12085,2007,1734,0,1734,2,0,3,1,7,1,928,0
14333,2007,2122,0,2122,2,1,2,1,7,1,938,0
14450,2006,2121,0,2121,2,1,3,1,8,1,732,0
13641,2007,1943,713,2656,2,1,3,1,8,1,1040,0
13440,2006,1148,1402,2550,2,1,4,1,11,1,670,0
15431,2005,2046,0,2046,2,1,2,1,7,2,878,0
14154,2006,1071,1101,2172,2,1,3,1,9,1,947,0
13891,2007,2552,0,2552,2,0,3,1,8,2,932,0
14226,2006,1973,0,1973,2,0,3,1,9,1,895,0
13693,2006,2069,574,2643,2,1,3,1,9,1,694,0
11428,2006,1634,0,1634,2,0,3,1,7,1,866,0
14977,2006,1976,0,1976,2,0,2,1,7,1,908,0
13654,2005,1722,1036,2758,2,1,4,1,9,1,814,0
17169,2007,2290,0,2290,2,1,2,1,7,1,1174,0
16659,2007,1582,570,2152,2,1,3,1,7,1,728,0
9591,2004,1143,1330,2473,2,1,4,1,9,1,852,0
9709,2007,958,1142,2100,2,1,3,1,8,2,786,0
10562,2007,1610,551,2161,1,1,3,1,8,1,789,0
13615,2006,1802,0,1802,2,1,3,1,7,1,843,0
13069,2004,1718,1238,2956,2,1,5,1,11,1,916,0
12099,2004,1136,1332,2468,2,1,4,1,10,1,872,0
14277,2003,1217,1168,2385,2,1,3,1,7,1,818,0
11999,2003,1234,1140,2374,2,1,4,1,10,1,656,0
12568,2007,895,923,1818,2,1,3,1,8,1,774,0
9926,2005,1614,0,1614,2,0,3,1,7,0,878,0
9254,2005,1721,0,1721,2,0,3,1,7,0,554,0
10732,2006,1298,530,1828,2,1,3,1,7,0,876,0
7577,2005,1362,0,1362,2,0,2,1,6,1,460,0
3901,2005,1302,0,1302,1,1,1,1,5,1,631,0
3903,2005,1302,0,1302,1,1,1,1,5,1,631,0
6289,2005,1362,0,1362,2,0,2,1,6,1,460,0
4590,2006,1554,0,1554,2,0,2,1,6,1,627,0
4590,2006,1554,0,1554,2,0,2,1,6,1,627,0
6442,2006,1370,0,1370,2,0,2,1,6,1,484,0
7841,2005,1577,0,1577,2,0,2,1,6,1,564,0
7313,2005,1561,0,1561,2,0,2,1,6,1,556,0
7820,2007,1869,0,1869,2,0,2,1,6,1,617,0
6240,2006,1324,0,1324,2,0,2,1,6,1,550,0
3242,2003,1405,0,1405,2,0,2,1,6,1,478,0
15810,2007,768,728,1496,3,0,3,1,7,0,572,0
10237,2005,768,768,1536,2,1,3,1,6,1,400,0
10237,2005,783,701,1484,2,1,3,1,8,1,393,0
13204,2006,608,850,1458,2,0,3,1,6,0,454,0
8857,2006,738,757,1495,2,1,3,1,7,1,440,0
9729,2006,698,1048,1746,2,1,3,1,6,1,350,0
12216,2005,1326,0,1326,2,0,3,1,6,0,388,0
9018,2007,728,728,1456,2,1,3,1,8,1,400,0
8993,2007,1302,0,1302,2,0,3,1,6,0,436,0
8899,2007,1340,0,1340,2,0,3,1,6,0,396,0
8499,2006,616,796,1412,2,1,3,1,6,1,432,0
8229,2007,752,752,1504,2,1,3,1,6,0,440,0
7713,2007,728,728,1456,2,1,3,1,7,0,400,0
7697,2007,1258,0,1258,2,0,3,1,6,0,462,0
3922,2006,1258,0,1258,2,0,2,1,6,1,648,0
3922,2006,1402,0,1402,0,2,2,1,7,1,648,0
3621,2003,1589,0,1589,2,0,2,1,7,1,630,0
3710,2007,1266,0,1266,2,0,2,1,6,1,388,0
14572,2004,1530,0,1530,2,0,3,1,7,1,630,0
16219,2004,1119,0,1119,2,0,2,1,5,0,437,0
11084,2004,744,630,1374,2,1,3,1,8,1,400,0
11796,2004,847,1112,1959,2,1,4,1,8,1,434,0
10936,2006,1525,0,1525,2,1,3,1,6,1,534,0
8244,2004,840,880,1720,2,1,3,1,7,1,440,0
11950,2003,754,640,1394,2,1,3,1,7,1,400,0
7875,2003,847,1101,1948,2,1,4,1,8,1,434,0
8063,2000,948,742,1690,2,1,3,1,7,1,463,0
8740,2002,864,1131,1995,2,1,4,1,8,1,435,0
7917,1999,953,694,1647,2,1,3,1,7,1,460,0
9967,2000,774,656,1430,2,1,3,1,8,1,400,0
7750,2003,660,660,1320,2,1,3,1,6,0,400,0
9487,2000,940,750,1690,2,1,3,1,7,1,442,0
9649,1999,961,683,1644,2,1,3,1,7,1,460,0
15623,1996,2411,2065,4476,3,1,4,1,10,2,813,555
12191,1997,1779,772,2551,2,1,4,1,8,2,925,0
11000,2000,997,1288,2285,2,1,4,1,8,1,648,0
11400,2001,2633,0,2633,2,1,2,1,8,2,804,0
10557,1998,1671,1407,3078,2,1,4,1,9,1,806,0
11002,1998,1411,1171,2582,2,1,4,1,9,1,758,0
10790,1998,1108,1277,2385,2,1,4,1,8,1,600,0
21535,1994,2444,1872,4316,3,1,4,1,10,2,832,0
9920,1996,1127,886,2013,2,1,3,1,8,1,455,0
11787,1996,1383,1015,2398,2,1,3,1,8,1,834,0
9950,1995,1214,1306,2520,2,1,4,1,9,1,721,0
12257,1995,1328,1203,2531,2,1,4,1,9,1,752,0
12692,1992,3228,0,3228,3,0,4,1,10,1,546,0
11762,1992,1105,1097,2202,2,1,4,1,9,1,517,0
9044,1996,1335,1203,2538,2,1,4,1,8,1,933,0
9910,2007,1369,0,1369,2,0,3,1,5,0,605,0
11830,2007,1542,0,1542,2,0,3,1,6,1,852,0
11670,2006,1905,0,1905,2,0,3,1,8,1,788,0
15256,2007,1464,0,1464,2,0,3,1,6,0,754,0
10612,2006,1534,0,1534,2,0,3,1,7,1,484,0
12291,2007,1966,0,1966,2,0,1,1,6,1,1092,0
13501,2006,1636,0,1636,2,0,3,1,8,1,865,0
9986,2006,1795,0,1795,2,0,2,1,7,1,895,0
9965,2007,1528,0,1528,3,2,3,1,6,1,480,0
9416,2007,1726,0,1726,2,0,3,1,8,1,786,0
9849,2007,1689,0,1689,2,0,3,1,7,0,954,0
10000,2006,1588,0,1588,2,0,3,1,7,1,825,0
8847,2005,1538,0,1538,2,0,3,1,7,0,484,0
9158,2007,1496,0,1496,2,0,3,1,7,0,474,0
8251,2005,1506,0,1506,2,0,3,1,7,1,672,0
10084,2004,1694,0,1694,2,0,3,1,7,1,636,0
9605,2006,982,995,1977,2,1,3,1,7,0,574,0
8778,2006,1302,528,1830,2,1,3,1,7,0,859,0
8640,2007,1338,0,1338,2,0,3,1,6,0,598,0
9000,2006,1335,0,1335,2,0,3,1,6,0,575,0
8640,2007,896,896,1792,2,1,3,1,8,0,590,0
10411,2007,725,863,1588,3,0,3,1,8,0,561,0
9000,2006,1088,871,1959,2,1,3,1,8,1,1025,0
9000,2007,1184,1426,2610,2,1,4,1,11,1,550,0
12217,2007,955,925,1880,2,1,3,1,8,1,880,0
11096,2006,1656,0,1656,2,0,3,1,7,0,826,0
10207,2007,874,887,1761,3,0,3,1,7,0,578,0
10440,2007,1584,0,1584,2,0,2,1,6,1,594,0
11824,2006,1685,0,1685,2,0,2,1,5,1,658,0
10625,2004,1158,1285,2443,2,1,4,1,9,1,744,0
11143,2004,1580,886,2466,3,0,4,1,8,1,610,0
7500,2006,1100,0,1100,1,1,3,1,6,0,0,0
7500,2006,1143,0,1143,1,1,3,1,5,0,0,0
12450,2003,1094,0,1094,1,0,3,1,6,0,576,0
7441,2006,1486,0,1486,2,0,3,1,7,0,566,0
8462,1994,936,785,1721,2,1,3,1,7,0,471,0
11613,1993,920,900,1820,2,1,3,1,7,0,492,0
8450,2000,1349,0,1349,2,0,3,1,6,0,539,0
16196,1998,1494,0,1494,2,0,3,1,5,1,514,0
8012,1992,1575,0,1575,2,0,2,1,5,0,529,0
8012,1980,630,636,1266,1,1,2,1,5,2,283,0
9180,1983,884,0,884,1,0,2,1,5,0,504,0
8400,1977,2020,0,2020,2,0,4,2,10,2,630,0
6285,1977,894,0,894,1,0,2,1,5,0,308,0
8480,1963,970,0,970,1,0,2,1,5,0,624,0
7420,1962,1057,0,1057,1,0,3,1,6,0,576,0
7758,1962,999,0,999,1,0,3,1,6,0,264,0
6970,1961,1120,0,1120,1,1,3,1,5,0,544,0
13673,1962,1696,0,1696,1,1,3,1,8,1,349,0
7476,1968,1040,0,1040,1,1,3,1,5,0,686,0
9945,1961,988,0,988,1,0,3,1,5,0,572,0
6173,1967,902,0,902,1,0,3,1,6,0,288,0
19522,1990,1271,1232,2503,2,1,3,1,7,1,564,0
17542,1974,1516,651,2167,2,1,3,1,9,2,518,0
10751,1974,1037,0,1037,1,0,2,1,5,0,431,0
16647,1975,1701,0,1701,2,0,3,1,6,2,611,0
12712,1973,1055,0,1055,1,0,2,1,5,1,542,0
9572,1990,1453,1357,2810,2,1,4,1,9,1,750,0
10678,1992,2129,743,2872,2,1,4,1,9,1,541,0
4379,2004,1378,0,1378,2,0,2,1,6,1,540,0
3523,2006,1151,0,1151,2,0,2,1,5,0,484,0
3784,2006,1565,0,1565,2,0,2,1,5,0,476,0
4230,2006,1352,0,1352,2,0,2,1,5,1,466,0
3606,2006,1352,0,1352,2,0,2,1,5,1,466,0
5330,2006,1550,0,1550,2,1,2,1,5,0,528,0
4274,2006,1241,0,1241,1,1,1,1,4,0,569,0
4251,2006,625,625,1250,2,1,2,1,5,0,528,0
2280,1999,757,744,1501,2,1,3,1,6,1,440,0
3230,1999,729,729,1458,2,1,2,1,5,1,440,0
2117,2000,756,756,1512,2,1,2,1,4,1,440,0
2117,2000,769,804,1573,2,1,3,1,4,0,440,0
2117,2000,769,756,1525,2,1,3,1,5,1,440,0
5105,2004,551,551,1102,2,1,2,1,4,0,480,0
2645,1999,764,677,1441,2,1,2,1,5,0,492,0
7399,1997,975,975,1950,2,1,3,1,7,1,576,0
7321,1999,1358,0,1358,2,0,3,1,5,0,625,0
8010,2003,1072,976,2048,2,1,3,1,8,2,552,0
8413,1998,1220,1142,2362,2,1,3,1,8,2,1105,0
9466,1994,1494,0,1494,1,1,1,1,5,1,478,0
12000,1980,2362,0,2362,2,1,3,1,8,1,546,0
16157,1978,1432,0,1432,1,1,2,1,5,1,588,0
10768,1976,1437,0,1437,2,0,3,1,6,1,528,0
3840,1978,1295,0,1295,1,0,1,1,4,2,571,0
9600,1976,1094,761,1855,2,1,3,1,7,1,512,0
9600,1976,1262,0,1262,2,0,3,1,6,1,460,0
17778,1981,2497,0,2497,2,0,2,1,7,2,676,0
18890,1977,1361,1259,2620,2,2,4,2,12,1,600,0
7050,2001,1057,872,1929,2,1,3,1,7,1,650,0
11700,1968,1152,0,1152,1,1,3,1,7,0,412,0
8000,1970,1403,1008,2411,2,1,4,1,8,1,570,0
8723,1969,1082,0,1082,1,0,3,1,6,0,480,0
11700,1968,1295,0,1295,1,1,3,1,6,0,528,0
11358,1972,1610,0,1610,2,0,3,1,8,1,515,0
9547,1993,1594,0,1594,2,0,2,1,6,1,472,0
10530,1993,1091,984,2075,2,1,3,1,8,1,473,0
11500,1976,1680,0,1680,2,0,4,2,8,0,528,0
10738,1966,1093,0,1093,2,0,3,1,6,1,484,0
